"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
WB,4.9.2020,MDB,Covid,,,7.5,7.5,Liberia,Africa,621.8929536,1486.994898,Low income,Health,,"The World Bank has approved a $7.5 million International Development Association (IDA) financing to help Liberia respond to the threat posed by the Coronavirus outbreak. The financing which consists of a $3.75 million grant and $3.75 million concessional IDA credit, will strengthen the Government of LiberiaÕs immediate capacity to respond to the COVID-19 outbreak and in the longer-term, strengthen its response to disease outbreaks and emergencies.",https://www.worldbank.org/en/news/press-release/2020/04/09/more-support-to-boost-liberia-covid-19-response,,,,,,,
WB,4.7.2020,MDB,Covid,,,35,35,Sri Lanka,Asia/Oceania,3853.083693,13620.11848,Lower middle income,Health,,"The World Bank Board of Executive Directors today approved financing for the following project: The project will help Sri Lanka prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness.",https://www.worldbank.org/en/news/loans-credits/2020/04/07/covid19-coronavirus-emergency-response-health-systems-preparedness-project,,,,,,,
WB,4.7.2020,MDB,Covid,,,29,29,Nepal,Asia/Oceania,1071.050761,3558.399828,Lower middle income,Health,,"he World Bank has approved a fast-track $29 million COVID-19 Emergency Response and Health Systems Preparedness Project to help Nepal prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness.",https://www.worldbank.org/en/news/press-release/2020/04/03/world-bank-fast-tracks-29-million-for-nepal-covid-19-coronavirus-response,,,,,,,
WB,4.7.2020,MDB,Covid,,,18,18,Laos,Asia/Oceania,2534.898277,8150.752426,Lower middle income,Health,,"The World BankÕs Regional Vice-Presidency of the East Asia and Pacific Region today approved US$18 million for Lao PDR to help the country respond to the COVID-19 pandemic. The Lao PDR COVID-19 Response Project supports preparedness and emergency response activities including infection prevention and control, case detection and contact tracing, case management and risk communication.",https://www.worldbank.org/en/news/press-release/2020/04/08/lao-pdr-emergency-financing-for-covid-19-response-project,,,,,,,
WB,4.7.2020,MDB,Covid,,,14.25,14.25,Rwanda,Africa,801.656187,2318.48623,Low income,Health,,"The World Bank Group approved today $14.25 million International Development Association (IDA)* credit in immediate funding to support RwandaÕs response to the global COVID-19 (coronavirus) pandemic under a new operation, the Rwanda COVID-19 Emergency Response project. The project is designed to help the government prevent, detect and respond to the threat posed by the coronavirus and strengthen national systems for public health preparedness.",https://www.worldbank.org/en/news/press-release/2020/04/07/world-bank-group-supports-rwanda-covid-19-response,,,,,,,
WB,4.7.2020,MDB,Covid,,6500,,,,Global,#NV,#NV,#NV,General,,"The Multilateral Investment Guarantee Agency (MIGA), a member of the World Bank Group, is launching today a $6.5 billion fast-track facility to support private sector investors and lenders tackling the COVID-19 pandemic in low- and middle-income countries.",https://www.miga.org/press-release/migas-65-billion-fast-track-facility-help-investors-lenders-tackle-covid-19,,,,,,,
WB,4.6.2020,MDB,Covid,,,140,140,Niger,Africa,554.6009687,1269.601399,Low income,General,,The World Bank Board of Directors today approved a $140 million financing from the International Development Association (IDA)* to improve the quality of teaching and learning in Niger. The Niger Learning Improvement for Results in Education (LIRE) Project will focus on vulnerable and ÔfragileÕ regions of the country and scale up distance learning programs in the context of the COVID-19 crisis.,https://www.worldbank.org/en/news/press-release/2020/04/06/niger-to-receive-140-million-to-improve-quality-of-education-and-learning,,,,,,,
WB,4.4.2020,MDB,Covid,,,,250,Colombia,Americas,6432.387583,15643.73145,Upper middle income,General,,"As part of its response to the COVID-19 emergency, on March 31, the Colombian government received a disbursement of US$250 million from a development policy loan, better known as CAT DDO, from the World Bank.",https://www.worldbank.org/en/news/press-release/2020/04/04/colombia-recibe-desembolso-del-banco-mundial-para-apoyar-su-lucha-contra-el-covid-19,,,,,,,
WB,4.3.2020,MDB,Covid,,,1000,1000,India,Asia/Oceania,2104.1459,7034.217224,Lower middle income,Health,,"The Government of India and the World Bank today signed a fast-track $1 billion India COVID-19 Emergency Response and Health Systems Preparedness Project to help India prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness. This is the largest ever health sector support from the Bank to India.",https://www.worldbank.org/en/news/press-release/2020/04/03/world-bank-government-of-india-covid19-coronavirus-emergency-funds-tackle-pandemic,,,,,,,
WB,4.3.2020,MDB,Covid,,,100,100,Bangladesh,Asia/Oceania,1855.739824,4950.743581,Lower middle income,Health,,"The World Bank today approved a fast-track $100 million financing to help Bangladesh prevent, detect, and respond to the COVID-19 (Coronavirus) pandemic and strengthen its national systems for public health emergencies.",https://www.worldbank.org/en/news/press-release/2020/04/03/world-bank-fast-tracks-100-million-covid-19-coronavirus-support-for-bangladesh,,,,,,,
WB,4.3.2020,MDB,Covid,,,3,3,Armenia,Eurasia,4622.733493,14219.62771,Upper middle income,Health,,"At the request of the Ministry of Health of Armenia, the World Bank has allocated $3 million to address the countryÕs urgent needs for equipment and supplies needed for the intensive care of people with a confirmed COVID-19 diagnosis. This procurement became possible due to the application of the streamlined procedures of the World Bank in emergency situations.",https://www.worldbank.org/en/news/press-release/2020/04/03/world-bank-supports-armenia-to-combat-the-human-impact-of-the-covid19-pandemic,,,,,,,
WB,4.2.2020,MDB,Covid,,,,20,Bolivia,Americas,3552.068762,9086.060696,Lower middle income,Health,,"In March 2019, the implementation of the Health Services Networks Project (US$ 300 million) began with the objective of improving access to and quality of health services for 3.8 million inhabitants. Given the current emergency, the new component in this project will allocate US $20 million of those resources for the country to face the impacts of the illness and protect the population as best as possible. Currently, work is underway to mobilize additional resources under the same modality in order to continue strengthening the national health system to address the pandemic effects in the country.",https://www.worldbank.org/en/news/press-release/2020/04/02/el-banco-mundial-facilita-apoyo-y-recursos-inmediatos-para-atender-la-emergencia-por-el-covid-19-coronavirus-en-bolivia,,,,,,,
WB,4.2.2020,MDB,Covid,,,,275,Morocco,Africa,3204.095003,7826.167677,Lower middle income,General,,"Morocco: The World Bank deployed an emergency response to help Morocco cope with the effects of the COVID-19 pandemic. To that end, the World Bank proceeded with the restructuring of a US$ 275 million Disaster Risk Management Development Policy Loan with a Catastrophe Deferred Drawdown Option (Cat- DDO). The restructuring adds a health-related trigger to the operation to allow the immediate release of funding under the program to address emergency measures.",https://www.worldbank.org/en/news/press-release/2020/04/02/world-bank-surges-support-to-address-coronavirus-covid-19-outbreak-in-the-middle-east-and-north-africa,,,,,,,
WB,4.2.2020,MDB,Covid,,,,150,Dominican Republic,Americas,8282.116222,19182.40915,Upper middle income,General,,"Following a request from the Government of the Dominican Republic, the World Bank released US$150 million to support the countryÕs efforts to implement emergency measures to contain the spread of COVID-19 (coronavirus) and manage the impact of the pandemic. The funds are disbursed from a contingent credit line from the World Bank, better known as the Catastrophe Deferred Drawdown Option (Cat-DDO), effective since 2018.",https://www.worldbank.org/en/news/press-release/2020/04/01/world-bank-releases-us150-million-for-covid-19-response-in-dominican-republic,,,,,,,
WB,4.2.2020,MDB,Covid,,,,40,Lebanon,Middle East,7784.316857,15327.30896,Upper middle income,Health,,"In a swift response to the COVID-19 outbreak in Lebanon, the World Bank approved on March 12 the re-allocation of US$40 million under the current Health Resilience Project (US$120 million) to strengthen the Ministry of Public HealthÕs capacity to respond to the crisis by equipping governmental hospitals and increasing their ability to test and treat suspected cases. With the signing of contracts with two UN agencies concluded, fast-track procurement of critically-needed medical equipment and supplies is already underway.",https://www.worldbank.org/en/news/press-release/2020/04/02/world-bank-deploys-us40-million-in-emergency-response-to-help-lebanon-face-the-coronavirus-covid-19-outbreak,,,,,,,
WB,4.2.2020,MDB,Covid,,,200,238,Pakistan,Asia/Oceania,1284.702041,4884.88139,Lower middle income,General,,The World BankÕs Board of Executive Directors today approved a $200 million package to help Pakistan take effective and timely action to respond to the COVID-19 pandemic by strengthening the countryÕs national healthcare systems and mitigating socioeconomic disruptions. This support will also draw an extra $38 million from eight existing projects for urgently needed medical equipment and supplies.,https://www.worldbank.org/en/news/press-release/2020/04/02/world-bank-fast-tracks-support-for-covid-19-coronavirus-response-to-pakistan,,,,,,,
WB,4.2.2020,MDB,Covid,,,128.6,128.6,Sri Lanka,Asia/Oceania,3853.083693,13620.11848,Lower middle income,Health,,"The World BankÕs Board of Executive Directors today approved the $128.6 million Sri Lanka COVID-19 Emergency Response and Health Systems Preparedness Project to help the country prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness.",https://www.worldbank.org/en/news/press-release/2020/04/01/world-bank-fast-track-support-covid19-corona,,,,,,,
WB,4.2.2020,MDB,Covid,,,100.4,100.4,Afghanistan,Asia/Oceania,502.1154869,2293.551684,Low income,Health,,The World BankÕs Board of Executive Directors today approved a $100.4 million grant for the Afghanistan COVID-19 Emergency Response and Health Systems Preparedness Project to help Afghanistan take effective action to respond to the threat posed by COVID-19 and strengthen its public health preparedness.,https://www.worldbank.org/en/news/press-release/2020/04/02/world-bank-fast-tracks-100-million-covid-19-support-for-afghanistan,,,,,,,
WB,4.2.2020,MDB,Covid,,,82.6,82.6,Ethiopia,Africa,857.501351,2311.704386,Low income,General,,"To help Ethiopia mitigate the effects of the COVID-19 pandemic in the country, the World Bank GroupÕs Board of Executive Directors today approved $82.6 million ($41.3 million grant and $41.3 million credit) from the International Development Association*",https://www.worldbank.org/en/news/press-release/2020/04/02/world-bank-group-provides-emergency-support-to-ethiopia-to-manage-health-economic-impacts-of-covid-19,,,,,,,
WB,4.2.2020,MDB,Covid,,,50,50,Kenya,Africa,1816.546916,4509.322442,Lower middle income,Health,,The World Bank Group Board of Directors approved today $50 million in immediate funding to support KenyaÕs response to the global COVID-19 (coronavirus) pandemic under a new operation - the Kenya COVID -19 Emergency Response Project.,https://www.worldbank.org/en/news/press-release/2020/04/02/kenya-receives-50-million-world-bank-group-support-to-address-covid-19-pandemic,,,,,,,
